name,level,session,dois
F BERGENTI,2,1,"10.1016/j.cl.2011.07.002, 10.1007/s10588-016-9235-z, 10.3233/IA-150085, 10.1142/S0218843002000571, 10.1007/s10588-012-9150-x, 10.3233/FI-2018-1693, 10.1007/s10472-017-9544-z, 10.3233/FI-2009-177, 10.1109/4236.939446, 10.1016/j.cl.2017.06.001, 10.1016/j.procs.2014.05.511, 10.4018/jehmc.2010100101, 10.1142/S0218194002001086, 10.3233/FI-2015-1260, 10.1145/581571.581591, 10.1109/TSMCB.2005.846671"
F LONGO,2,5,"10.1145/3092819.3092825, 10.1109/TSC.2013.44, 10.1109/TPDS.2014.2364194, 10.1016/j.comnet.2011.10.003, 10.1016/j.future.2012.06.005, 10.1504/IJCAT.2018.10014725, 10.1504/IJHPCN.2015.071260, 10.1080/00207721.2013.822940, 10.1016/j.camwa.2012.02.038, 10.1016/j.comnet.2015.03.018, 10.1002/spe.2586, 10.1002/spe.2609, 10.1002/cpe.3419, 10.1007/s10723-015-9338-7, 10.1109/MC.2018.1151016, 10.1109/TCC.2014.2310737, 10.1002/cpe.1697, 10.1109/ACCESS.2018.2839915, 10.3390/s18082575, 10.3390/s150716314, 10.1016/j.peva.2017.03.001, 10.1109/TPDS.2012.313, 10.1109/TC.2013.30, 10.1007/s12243-016-0528-5"
A RAPP,2,5,"10.1080/0144929X.2018.1436592, 10.1108/JD-07-2017-0100, 10.4018/ijthi.2015010105, 10.1145/2448116.2448120, 10.1016/j.chb.2015.02.048, 10.1080/07370024.2017.1285704, 10.3390/computers7010014, 10.4018/IJMHCI.2018010104, 10.1016/j.ijhcs.2016.05.006, 10.1080/10447318.2018.1461760, 10.1080/0144929X.2017.1365170, 10.1016/j.ijhcs.2018.07.005, 10.1007/s11042-009-0449-7, 10.1080/0144929X.2015.1046931, 10.1093/iwc/iwx001, 10.1145/3196829"
M VECCHIO,1,1,"10.1016/j.asoc.2009.08.024, 10.1007/s00500-012-0897-2, 10.1007/s12065-010-0044-x, 10.1109/ACCESS.2018.2877523, 10.1109/LCOMM.2008.080300, 10.1016/j.engappai.2018.10.014, 10.1007/s11277-014-1683-5, 10.1016/j.asoc.2011.03.012, 10.1016/j.comcom.2010.01.003, 10.1016/j.ins.2010.01.027, 10.1155/2018/1028578, 10.1093/comjnl/bxm046, 10.1016/j.jnca.2014.10.007, 10.1016/j.ipl.2014.11.009, 10.1109/TWC.2013.121813.130993, 10.1093/comjnl/bxp035, 10.1109/TWC.2018.2867486, 10.1016/j.engappai.2012.06.002"
P BONIZZONI,1,1,"10.1093/nar/gkv1116, 10.1142/S0129054100000363, 10.1006/jagm.1999.1016, 10.1007/s00453-008-9265-0, 10.1016/S0304-3975(99)00324-2, 10.1016/j.tcs.2005.05.016, 10.1093/bioinformatics/18.10.1297, 10.1007/s10878-011-9428-9, 10.1186/1471-2105-13-S5-S2, 10.3233/FI-2017-1552, 10.1016/j.tcs.2011.12.022, 10.1186/1471-2105-12-394, 10.1089/cmb.2015.0172, 10.1007/BF02944780, 10.1287/ijoc.1040.0093, 10.1186/s12859-018-2253-8, 10.1504/IJBRA.2005.008448, 10.1109/TCBB.2012.100, 10.1016/j.jcss.2007.06.024, 10.1016/S0166-218X(00)00300-0, 10.1016/j.ipl.2010.07.015, 10.1016/j.tcs.2016.08.015, 10.1186/s12859-018-2436-3, 10.1007/s11047-009-9156-6, 10.1007/BF02945456, 10.1089/cmb.2017.0089, 10.1089/cmb.2013.0112, 10.1007/s10878-009-9277-y, 10.1109/TCBB.2010.52, 10.1007/s00453-016-0165-4"
P BONIZZONI,1,5,"10.1093/nar/gkv1116, 10.1142/S0129054100000363, 10.1006/jagm.1999.1016, 10.1007/s00453-008-9265-0, 10.1016/S0304-3975(99)00324-2, 10.1016/j.tcs.2005.05.016, 10.1093/bioinformatics/18.10.1297, 10.1007/s10878-011-9428-9, 10.1186/1471-2105-13-S5-S2, 10.3233/FI-2017-1552, 10.1016/j.tcs.2011.12.022, 10.1186/1471-2105-12-394, 10.1089/cmb.2015.0172, 10.1007/BF02944780, 10.1287/ijoc.1040.0093, 10.1186/s12859-018-2253-8, 10.1504/IJBRA.2005.008448, 10.1109/TCBB.2012.100, 10.1016/j.jcss.2007.06.024, 10.1016/S0166-218X(00)00300-0, 10.1016/j.ipl.2010.07.015, 10.1016/j.tcs.2016.08.015, 10.1186/s12859-018-2436-3, 10.1007/s11047-009-9156-6, 10.1007/BF02945456, 10.1089/cmb.2017.0089, 10.1089/cmb.2013.0112, 10.1007/s10878-009-9277-y, 10.1109/TCBB.2010.52, 10.1007/s00453-016-0165-4"
M ANTONIOTTI,1,1,"10.1093/bioinformatics/btv296, 10.1093/bioinformatics/btw035, 10.4204/EPTCS.92.8, 10.1016/j.cor.2009.03.011, 10.1080/00207160.2012.741781, 10.1186/1756-0381-4-12, 10.1016/j.ic.2014.01.010, 10.1186/1471-2105-16-S9-S8, 10.1016/j.jbi.2018.09.010, 10.1186/s12859-016-0914-z, 10.1016/j.jbi.2009.12.005, 10.1093/bioinformatics/bts726, 10.4204/EPTCS.130.11, 10.1016/j.tcs.2004.03.064, 10.1017/S0269888909990026, 10.1504/IJDMB.2016.076017, 10.1371/journal.pcbi.0030012, 10.1186/2043-9113-4-2, 10.1109/TCBB.2011.80, 10.4204/EPTCS.130.12"
M ANTONIOTTI,1,4,"10.1093/bioinformatics/btv296, 10.1093/bioinformatics/btw035, 10.4204/EPTCS.92.8, 10.1016/j.cor.2009.03.011, 10.1080/00207160.2012.741781, 10.1186/1756-0381-4-12, 10.1016/j.ic.2014.01.010, 10.1186/1471-2105-16-S9-S8, 10.1016/j.jbi.2018.09.010, 10.1186/s12859-016-0914-z, 10.1016/j.jbi.2009.12.005, 10.1093/bioinformatics/bts726, 10.4204/EPTCS.130.11, 10.1016/j.tcs.2004.03.064, 10.1017/S0269888909990026, 10.1504/IJDMB.2016.076017, 10.1371/journal.pcbi.0030012, 10.1186/2043-9113-4-2, 10.1109/TCBB.2011.80, 10.4204/EPTCS.130.12"
M CIMITILE,2,1,"10.1002/smr.1769, 10.1142/S021964920900235X, 10.1142/S0219649208002081, 10.1109/TSC.2015.2459703, 10.1002/smr.1561, 10.1016/j.is.2016.06.002, 10.1007/s10664-012-9214-z, 10.1142/S0219649218500144, 10.1002/smr.1674"
M MIGLIARDI,1,1,"10.1093/jigpal/jzw053, 10.1016/S0167-739X(00)00105-9, 10.3233/JHS-130476, 10.1504/IJSSC.2012.048898, 10.1016/S0167-739X(99)00010-2, 10.1016/j.future.2017.03.012, 10.1016/j.cose.2013.03.009, 10.1145/643550.643560, 10.3233/JCS-150530, 10.1109/TDSC.2016.2601603, 10.1016/j.cose.2017.12.003, 10.1016/j.cose.2018.06.007, 10.1006/jpdc.2000.1656, 10.1142/S0129626401000580, 10.1109/TDSC.2014.2315198, 10.1016/j.pmcj.2015.05.005, 10.3233/JHS-160539"
A MASSINI,1,5,"10.1007/s11276-008-0157-7, 10.1016/S0020-0190(99)00140-4, 10.1142/S0129626417500037, 10.1016/j.ipl.2017.02.001, 10.1007/s11036-010-0247-5, 10.3233/FI-2016-1444, 10.1023/A:1019110915479, 10.1002/net.20089, 10.1016/j.disc.2008.10.019, 10.1016/j.endm.2006.06.028, 10.1023/A:1019119401309, 10.1016/j.micpro.2015.10.010, 10.1016/j.jpdc.2003.09.003, 10.4204/EPTCS.193.7, 10.1016/S0304-3975(99)00287-X, 10.1016/j.procs.2012.04.103, 10.1109/12.403721, 10.1007/s11276-011-0406-z, 10.1016/S0166-218X(02)00504-8, 10.1016/S0304-3975(03)00234-2"
L CATUOGNO,2,5,"10.1093/comjnl/47.5.511, 10.1007/s11227-013-0975-y, 10.1007/s10207-014-0228-y, 10.1109/TIM.2018.2815431, 10.3233/JHS-140499, 10.1016/j.jnca.2013.05.006, 10.1007/s12652-014-0248-5, 10.1504/IJHPCN.2013.056520, 10.1007/s11623-010-0089-0, 10.1016/j.istr.2012.10.003, 10.1504/IJCNDS.2016.077664"
B CAPUTO,1,1,"10.1002/ima.20086, 10.1109/TAMD.2010.2089567, 10.1016/j.robot.2009.07.025, 10.1109/TAMD.2011.2106782, 10.1109/MRA.2015.2460931, 10.1177/0278364909103912, 10.1016/j.patcog.2009.09.021, 10.1016/j.cviu.2017.12.002, 10.1016/j.imavis.2010.01.015, 10.1109/LRA.2018.2809700, 10.1016/j.imavis.2009.05.005, 10.1016/j.cviu.2016.09.003, 10.1177/0278364909356483, 10.1109/LRA.2018.2812225, 10.1016/j.patrec.2008.03.009, 10.1109/LRA.2017.2705282, 10.3389/fnbot.2014.00022, 10.1109/TRO.2012.2226386, 10.1016/j.cviu.2006.11.023, 10.1002/ima.20261, 10.3389/fnbot.2014.00008, 10.1109/TPAMI.2013.197"
M IACONO,2,1,"10.4018/IJDWM.2016040101, 10.1007/s10270-003-0039-5, 10.1016/j.entcs.2011.09.004, 10.1002/cpe.3750, 10.1016/j.jpdc.2018.10.014, 10.1016/j.future.2017.07.033, 10.1016/j.entcs.2016.09.021, 10.1016/j.entcs.2013.07.005, 10.1016/j.jocs.2017.10.003, 10.1002/cpe.3504, 10.1002/spe.2269, 10.1016/j.future.2013.12.036, 10.1016/j.camwa.2012.03.009, 10.1016/j.entcs.2014.12.014, 10.1007/s10766-017-0516-z, 10.3233/JHS-130482, 10.1016/j.future.2015.07.006, 10.1002/cpe.4153, 10.1016/j.future.2013.07.016"
P MORI,2,5,"10.1002/cpe.4390, 10.1016/j.future.2009.12.005, 10.1007/s11219-013-9216-0, 10.1016/j.cosrev.2018.01.001, 10.1007/s10207-009-0083-4, 10.1016/j.cose.2013.09.005, 10.1007/s10207-016-0336-y, 10.1016/j.future.2016.04.010, 10.1016/S0167-739X(03)00092-X, 10.1016/S0167-739X(01)00039-5, 10.1007/s11036-018-1067-2, 10.1007/s11219-017-9393-3, 10.1016/j.cosrev.2010.02.002, 10.1016/j.cose.2009.07.005"
M GRIBAUDO,1,1,"10.1109/TWC.2011.011311.100188, 10.1016/j.entcs.2010.01.007, 10.1016/j.peva.2006.11.003, 10.1002/cpe.3504, 10.1016/j.peva.2005.01.001, 10.1016/j.entcs.2014.12.014, 10.1016/j.peva.2007.06.027, 10.1016/j.future.2013.07.016, 10.1023/A:1008339216603, 10.1016/j.peva.2010.11.007, 10.1016/j.entcs.2011.09.004, 10.1145/3092819.3092824, 10.1016/j.entcs.2016.09.021, 10.1016/j.entcs.2005.04.018, 10.1007/s10479-007-0297-7, 10.1016/j.jocs.2017.10.003, 10.1016/j.future.2013.12.036, 10.1016/j.future.2015.07.006, 10.1109/TSE.2002.1041051, 10.4018/IJDWM.2016040101, 10.1016/j.entcs.2014.12.012, 10.1007/s11390-008-9142-y, 10.1002/cpe.3750, 10.1016/j.entcs.2013.07.005, 10.1016/j.entcs.2005.01.014, 10.1016/j.peva.2005.07.023, 10.1016/j.peva.2016.09.002, 10.1016/j.peva.2014.02.004, 10.1016/j.peva.2005.11.002, 10.1016/j.entcs.2015.10.019, 10.1016/j.entcs.2009.02.050, 10.1016/S0951-8320(03)00089-9, 10.1016/j.future.2017.07.033, 10.1002/spe.2269, 10.1016/j.camwa.2012.03.009, 10.1007/s10479-014-1591-9, 10.1002/cpe.4153, 10.1016/j.ress.2014.05.010"
M GRIBAUDO,1,5,"10.1109/TWC.2011.011311.100188, 10.1016/j.entcs.2010.01.007, 10.1016/j.peva.2006.11.003, 10.1002/cpe.3504, 10.1016/j.peva.2005.01.001, 10.1016/j.entcs.2014.12.014, 10.1016/j.peva.2007.06.027, 10.1016/j.future.2013.07.016, 10.1023/A:1008339216603, 10.1016/j.peva.2010.11.007, 10.1016/j.entcs.2011.09.004, 10.1145/3092819.3092824, 10.1016/j.entcs.2016.09.021, 10.1016/j.entcs.2005.04.018, 10.1007/s10479-007-0297-7, 10.1016/j.jocs.2017.10.003, 10.1016/j.future.2013.12.036, 10.1016/j.future.2015.07.006, 10.1109/TSE.2002.1041051, 10.4018/IJDWM.2016040101, 10.1016/j.entcs.2014.12.012, 10.1007/s11390-008-9142-y, 10.1002/cpe.3750, 10.1016/j.entcs.2013.07.005, 10.1016/j.entcs.2005.01.014, 10.1016/j.peva.2005.07.023, 10.1016/j.peva.2016.09.002, 10.1016/j.peva.2014.02.004, 10.1016/j.peva.2005.11.002, 10.1016/j.entcs.2015.10.019, 10.1016/j.entcs.2009.02.050, 10.1016/S0951-8320(03)00089-9, 10.1016/j.future.2017.07.033, 10.1002/spe.2269, 10.1016/j.camwa.2012.03.009, 10.1007/s10479-014-1591-9, 10.1002/cpe.4153, 10.1016/j.ress.2014.05.010"
A ARTUSI,2,5,"10.1111/j.1467-8659.2012.02098.x, 10.1111/j.1467-8659.2011.01971.x, 10.1016/j.cag.2014.08.002, 10.1109/MSP.2017.2716957, 10.1117/1.1579016, 10.1016/j.image.2016.09.004, 10.1109/TNN.2008.2003284, 10.1016/j.cag.2008.04.003, 10.1016/j.image.2018.01.011, 10.1111/j.1467-8659.2009.01541.x, 10.1007/s10055-010-0154-x, 10.1111/j.1467-8659.2006.00914.x, 10.1109/MSP.2015.2506199, 10.1109/MMUL.2016.49, 10.1007/s00371-012-0753-5, 10.1111/j.1467-8659.2010.01834.x, 10.1111/j.1467-8659.2008.01176.x"
G DEMARTINI,1,1,"10.1561/1800000025, 10.1145/1670598.1670603, 10.3233/SW-2012-0064, 10.14778/2733085.2733102, 10.1007/s00778-013-0324-z, 10.1016/j.websem.2015.12.005, 10.1109/MIS.2015.66, 10.1145/1842890.1842897, 10.1145/1988852.1988868, 10.1007/s10791-015-9266-y, 10.1016/j.websem.2014.07.003, 10.1016/j.comnet.2015.05.018, 10.1007/s10791-010-9135-7, 10.1016/j.websem.2009.12.001, 10.1145/3130914"
G DEMARTINI,1,5,"10.1561/1800000025, 10.1145/1670598.1670603, 10.3233/SW-2012-0064, 10.14778/2733085.2733102, 10.1007/s00778-013-0324-z, 10.1016/j.websem.2015.12.005, 10.1109/MIS.2015.66, 10.1145/1842890.1842897, 10.1145/1988852.1988868, 10.1007/s10791-015-9266-y, 10.1016/j.websem.2014.07.003, 10.1016/j.comnet.2015.05.018, 10.1007/s10791-010-9135-7, 10.1016/j.websem.2009.12.001, 10.1145/3130914"
G DEMARTINI,2,1,"10.1561/1800000025, 10.1145/1670598.1670603, 10.3233/SW-2012-0064, 10.14778/2733085.2733102, 10.1007/s00778-013-0324-z, 10.1016/j.websem.2015.12.005, 10.1109/MIS.2015.66, 10.1145/1842890.1842897, 10.1145/1988852.1988868, 10.1007/s10791-015-9266-y, 10.1016/j.websem.2014.07.003, 10.1016/j.comnet.2015.05.018, 10.1007/s10791-010-9135-7, 10.1016/j.websem.2009.12.001, 10.1145/3130914"
F VERNERO,2,4,"10.1080/0144929X.2017.1322145, 10.1007/s10111-009-0128-5, 10.1145/2448116.2448120, 10.4108/eai.1-12-2015.150714, 10.1007/s11257-008-9052-2, 10.1561/1100000028, 10.1093/iwc/iwt028, 10.1007/s00530-010-0219-4, 10.4018/ijthi.2015010103, 10.1016/j.ijhcs.2017.01.001, 10.1007/s11257-012-9129-9"
C TRUBIANI,2,2,"10.1007/s10270-012-0246-z, 10.1145/2160803.2160807, 10.1016/j.infsof.2016.11.008, 10.1016/j.jss.2018.01.010, 10.1016/j.jss.2016.11.032, 10.1016/j.jss.2014.03.081, 10.1016/j.infsof.2017.11.016, 10.4204/EPTCS.147.6, 10.1002/spe.2502, 10.1016/j.scico.2018.08.006"
C TRUBIANI,2,5,"10.1007/s10270-012-0246-z, 10.1145/2160803.2160807, 10.1016/j.infsof.2016.11.008, 10.1016/j.jss.2018.01.010, 10.1016/j.jss.2016.11.032, 10.1016/j.jss.2014.03.081, 10.1016/j.infsof.2017.11.016, 10.4204/EPTCS.147.6, 10.1002/spe.2502, 10.1016/j.scico.2018.08.006"
S ROTA BULÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢,1,5,"10.1109/LRA.2017.2705282, 10.1007/s11590-008-0108-3, 10.1109/TPAMI.2014.2315814, 10.1007/s00138-016-0808-0, 10.1109/LRA.2016.2637444, 10.1007/s13042-014-0286-5, 10.1016/j.cviu.2010.12.004, 10.1007/s11263-017-1026-6, 10.1016/j.patcog.2011.03.016, 10.1016/j.peva.2014.07.021, 10.1109/TNNLS.2016.2593488, 10.1016/j.imavis.2008.10.003, 10.1016/j.geb.2010.06.004, 10.1109/TPAMI.2012.226, 10.1016/j.cviu.2012.08.003, 10.1016/j.ejor.2017.03.056, 10.1016/j.knosys.2014.10.009, 10.1007/s10994-013-5339-6, 10.1111/cgf.12435, 10.1109/LRA.2018.2809700"
S ROTA BULÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢,2,2,"10.1109/LRA.2017.2705282, 10.1007/s11590-008-0108-3, 10.1109/TPAMI.2014.2315814, 10.1007/s00138-016-0808-0, 10.1109/LRA.2016.2637444, 10.1007/s13042-014-0286-5, 10.1016/j.cviu.2010.12.004, 10.1007/s11263-017-1026-6, 10.1016/j.patcog.2011.03.016, 10.1016/j.peva.2014.07.021, 10.1109/TNNLS.2016.2593488, 10.1016/j.imavis.2008.10.003, 10.1016/j.geb.2010.06.004, 10.1109/TPAMI.2012.226, 10.1016/j.cviu.2012.08.003, 10.1016/j.ejor.2017.03.056, 10.1016/j.knosys.2014.10.009, 10.1007/s10994-013-5339-6, 10.1111/cgf.12435, 10.1109/LRA.2018.2809700"
G RUFFO,1,1,"10.1080/0144929X.2018.1436592, 10.1016/j.adhoc.2011.06.003, 10.1145/1408940.1408942, 10.1007/s10922-007-9066-9, 10.1145/1462159.1462163, 10.1016/S0167-8191(97)89714-1, 10.1145/290163.290164, 10.1016/j.knosys.2016.05.035, 10.1140/epjds12, 10.1007/s12083-010-0099-6, 10.1016/j.comcom.2010.12.006, 10.1016/S0020-0255(98)10041-5"
A VALENZANO,2,1,"10.1109/TII.2017.2714183, 10.1016/j.csi.2015.11.004, 10.1016/j.csi.2007.07.004, 10.1109/TII.2013.2240310, 10.1016/j.csi.2007.10.010, 10.1016/j.csi.2018.11.007, 10.1016/j.csi.2015.05.002, 10.1142/S0129054106004121, 10.1016/j.csi.2013.02.003, 10.1109/TII.2009.2018627, 10.1016/j.csi.2014.05.004, 10.1109/TII.2014.2365153, 10.1109/TII.2011.2172434, 10.1109/TII.2011.2166777, 10.1016/j.csi.2006.06.002, 10.1007/s00165-008-0078-3, 10.1109/TII.2007.903219, 10.1016/j.csi.2008.09.030"
C DIAMANTINI,1,1,"10.1109/72.655039, 10.1016/j.eswa.2016.04.021, 10.1016/j.is.2018.05.002, 10.1504/IJMSO.2014.065428, 10.1007/s10796-012-9399-0, 10.1016/j.future.2015.04.011, 10.4018/ijismd.2013100104, 10.1145/380995.381014, 10.1002/cpe.3726, 10.1016/j.future.2013.11.001, 10.1109/TKDE.2008.187, 10.1016/j.eswa.2016.07.032, 10.1007/s10844-016-0394-7, 10.3233/RFT-171671, 10.1007/s10844-018-0501-z"
C DIAMANTINI,1,5,"10.1109/72.655039, 10.1016/j.eswa.2016.04.021, 10.1016/j.is.2018.05.002, 10.1504/IJMSO.2014.065428, 10.1007/s10796-012-9399-0, 10.1016/j.future.2015.04.011, 10.4018/ijismd.2013100104, 10.1145/380995.381014, 10.1002/cpe.3726, 10.1016/j.future.2013.11.001, 10.1109/TKDE.2008.187, 10.1016/j.eswa.2016.07.032, 10.1007/s10844-016-0394-7, 10.3233/RFT-171671, 10.1007/s10844-018-0501-z"
D RICCIO,1,1,"10.1016/j.jvlc.2015.10.010, 10.1007/s12652-010-0030-2, 10.1016/j.patcog.2015.08.017, 10.1016/j.compmedimag.2018.03.002, 10.1007/s11760-011-0244-6, 10.1016/j.patrec.2016.11.002, 10.1016/j.patrec.2018.05.022, 10.1016/j.patcog.2011.12.005, 10.1142/S0218001414600039, 10.1016/j.patrec.2015.07.002, 10.1016/j.patrec.2015.02.009, 10.1016/j.imavis.2013.12.014, 10.1016/j.patrec.2011.09.010, 10.1007/s11760-013-0451-4, 10.1109/MIS.2018.033001416, 10.1109/TSMCC.2010.2060326, 10.1016/j.jvlc.2009.01.004, 10.1016/j.cviu.2016.09.004, 10.1016/j.eswa.2017.10.044, 10.1016/j.patcog.2014.10.004, 10.1016/j.patrec.2006.12.017, 10.1016/j.imavis.2006.02.023, 10.1109/TSMCA.2009.2033031, 10.1109/JBHI.2018.2817485, 10.1016/j.patrec.2014.10.017, 10.1007/s11042-016-4085-8, 10.1109/TSMCA.2012.2192427, 10.1016/j.patcog.2014.02.017, 10.1016/j.jvlc.2009.01.007, 10.1142/S0218194007003379, 10.1007/s12652-010-0035-x, 10.1016/j.patrec.2012.03.005, 10.1016/j.patrec.2016.05.003, 10.1109/TIP.2005.860334, 10.1016/j.neucom.2018.04.065, 10.1016/j.patrec.2006.12.018, 10.1007/s11042-012-1279-6"
S SICARI,1,4,"10.1109/JIOT.2017.2749604, 10.1016/j.comcom.2018.07.024, 10.1016/j.comnet.2014.11.008, 10.1016/j.is.2017.07.006, 10.1016/j.comnet.2012.08.001, 10.1155/2017/7623742, 10.1016/j.comcom.2014.07.013, 10.1016/j.comnet.2013.07.014, 10.1016/j.jss.2011.07.043, 10.1007/s11036-011-0292-8, 10.1016/j.comnet.2018.03.020, 10.1016/j.adhoc.2012.02.016, 10.1016/j.is.2016.02.003, 10.1016/j.comnet.2016.08.014, 10.1016/j.is.2016.05.004, 10.1109/TDSC.2013.30, 10.1016/j.comcom.2008.07.001, 10.1016/j.comnet.2004.07.005, 10.1007/s11276-016-1332-x, 10.1016/j.comcom.2005.12.013, 10.1007/s10796-014-9538-x, 10.1016/j.comnet.2008.05.001, 10.1504/IJIPT.2006.010558, 10.1145/2903144"
A MARGARA,2,1,"10.1109/TSE.2017.2707089, 10.1186/s40537-017-0072-9, 10.4018/jssoe.2010070104, 10.1007/s00607-014-0404-y, 10.1109/TPDS.2013.39, 10.1016/j.jss.2012.03.056, 10.1016/j.jpdc.2011.11.002, 10.1145/2187671.2187677, 10.1016/j.websem.2014.02.001, 10.1109/TSE.2018.2833109, 10.1007/s00607-012-0217-9"
N GALESI,1,2,"10.1016/j.ic.2017.06.003, 10.1016/j.ipl.2010.09.007, 10.1137/S0097539799352474, 10.1002/rsa.10089, 10.1016/S0304-3975(99)00116-4, 10.4086/toc.2006.v002a004, 10.1145/2355580.2355582, 10.1016/j.ipl.2013.06.002, 10.1145/1838552.1838556, 10.1137/15M1023269, 10.1007/s00224-009-9195-5, 10.1007/s001530200141, 10.1145/2699438, 10.1007/s000370100000, 10.1016/j.tcs.2004.04.004, 10.1002/1521-3870(200111)47:4<461::AID-MALQ461>3.0.CO;2-B, 10.1145/2499937.2499941, 10.1016/S0022-0000(02)00020-X"
S FARALLI,2,4,"10.1109/MMUL.2004.27, 10.1007/s13278-015-0264-2, 10.1016/j.websem.2017.05.004, 10.1162/COLI_a_00146, 10.1016/j.knosys.2018.03.030, 10.1045/september2016-nanni, 10.1017/S135132491700047X"
L COPPOLINO,2,1,"10.1016/j.ress.2018.04.009, 10.1016/j.ijcip.2014.01.003, 10.1109/JCN.2006.6182910, 10.1016/j.comcom.2004.08.017, 10.1016/j.sysarc.2015.11.010, 10.1145/1052305.1052311, 10.1007/s12652-015-0276-9, 10.1016/j.comnet.2005.06.003, 10.1016/j.comcom.2005.07.024, 10.1155/2015/980629, 10.1016/j.comnet.2004.06.024, 10.1504/IJCSE.2015.071359, 10.1007/s10111-010-0171-2, 10.1504/IJCSE.2017.10003825, 10.1016/j.compeleceng.2016.03.004, 10.1016/j.jnca.2018.05.012, 10.1109/MCOM.2003.1166654, 10.1007/BF03219885"
M SHOJAFAR,2,1,"10.1504/IJGUC.2015.066397, 10.1007/s10845-013-0824-0, 10.1109/TSUSC.2018.2838338, 10.1007/s11277-014-2249-2, 10.1007/s12083-013-0236-0, 10.1007/s11227-017-2067-x, 10.1007/s11277-015-2916-y, 10.5626/JCSE.2013.7.1.44, 10.1002/dac.3234, 10.1007/s10479-014-1770-8, 10.1007/s11277-015-2526-8, 10.1007/s11277-014-2194-0, 10.1007/s11227-016-1785-9, 10.1007/s10479-015-1855-z, 10.9781/ijimai.2013.218, 10.1007/s10586-018-2815-6, 10.3390/a10040130, 10.1002/dac.3384, 10.1007/s11227-017-2082-y, 10.1007/s10878-013-9644-6, 10.3233/IFS-130988, 10.1007/s10586-015-0435-y, 10.1007/s11227-013-1054-0, 10.1007/s11227-014-1305-8, 10.1007/s10586-014-0420-x, 10.1016/j.comnet.2013.08.002, 10.1016/j.phycom.2017.09.005, 10.1016/j.vehcom.2014.08.004, 10.1109/TGCN.2018.2796613, 10.1016/j.comcom.2016.12.010, 10.1109/ACCESS.2017.2702013, 10.1109/MNET.2016.7437025, 10.1007/s11227-014-1221-y"
C PETRIOLI,2,1,"10.1145/2994603, 10.1016/j.adhoc.2013.03.013, 10.1145/2594791"
S BRESCIANI,2,5,"10.1016/j.chb.2016.05.086, 10.1016/j.jvlc.2015.09.003, 10.1109/TVCG.2009.188, 10.1016/j.jvlc.2012.11.003"
S RUBIN,2,5,"10.1145/1094622.1094625, 10.2168/LMCS-3(2:2)2007, 10.4204/EPTCS.96.18, 10.4204/EPTCS.218.1, 10.1145/2951860.2951873, 10.1016/j.tcs.2013.11.032, 10.2200/S00658ED1V01Y201508DCT013, 10.1016/j.ic.2018.05.001, 10.4204/EPTCS.146.11, 10.1016/j.ic.2018.02.022, 10.1007/s00446-017-0302-6, 10.1016/j.ic.2016.10.008"
R GENNARI,2,1,"10.1145/2736699, 10.1007/s10849-004-0729-6, 10.1017/S147106841100055X, 10.1007/s11042-016-3609-6, 10.1016/j.chb.2015.04.007, 10.1016/j.chb.2014.09.053, 10.4018/IJDET.2016010103, 10.1016/j.ijhcs.2017.01.006, 10.1007/s11042-016-3543-7, 10.1080/08839514.2016.1214360, 10.1023/A:1021950728713"
R GENNARI,2,5,"10.1145/2736699, 10.1007/s10849-004-0729-6, 10.1017/S147106841100055X, 10.1007/s11042-016-3609-6, 10.1016/j.chb.2015.04.007, 10.1016/j.chb.2014.09.053, 10.4018/IJDET.2016010103, 10.1016/j.ijhcs.2017.01.006, 10.1080/08839514.2016.1214360, 10.1023/A:1021950728713"
N DI MAURO,2,1,"10.1007/s10844-013-0293-0, 10.3233/FI-2009-0004, 10.1007/s10994-015-5510-3, 10.1080/713827255, 10.3233/FI-2014-971, 10.1016/j.procs.2014.10.013, 10.3233/IA-130050, 10.1007/s10115-006-0019-5, 10.1007/s10994-011-5247-6, 10.1504/IJSNM.2012.051057, 10.1080/00207720600891794"
