doi,subjects
10.1006/jvlc.2001.0208,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1006/jvlc.1999.0143,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1109/TSE.2014.2339825,Software
10.1016/j.jda.2005.06.001,"Theoretical Computer Science, Computational Theory and Mathematics, Discrete Mathematics and Combinatorics"
10.1145/3190580.3190590,"Hardware and Architecture, Management Information Systems"
10.1145/2492189.2492197,"Hardware and Architecture, Management Information Systems"
10.1016/j.jvlc.2013.12.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1145/2492189.2492198,"Hardware and Architecture, Management Information Systems"
10.1145/3190580.3190602,"Hardware and Architecture, Management Information Systems"
10.1016/j.ipm.2013.05.001,"Media Technology, Management Science and Operations Research, Library and Information Sciences, Information Systems, Computer Science Applications"
10.1145/2568388.2568392,"Hardware and Architecture, Management Information Systems"
10.1016/j.camwa.2015.06.028,"Modelling and Simulation, Computational Theory and Mathematics, Computational Mathematics"
10.1016/j.camwa.2015.06.028,"Modelling and Simulation, Computational Theory and Mathematics, Computational Mathematics"
10.1016/j.ipl.2017.10.008,"Signal Processing, Theoretical Computer Science, Information Systems, Computer Science Applications"
10.1016/j.entcs.2005.05.003,"Theoretical Computer Science, General Computer Science"
10.1016/j.entcs.2004.11.032,"Theoretical Computer Science, General Computer Science"
10.3233/JCS-2010-0359,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1016/S0304-3975(01)00165-7,"Theoretical Computer Science, General Computer Science"
10.1016/j.jvlc.2013.05.002,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.scico.2013.11.043,Software
10.3233/FI-2012-709,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s00236-018-0314-0,"Computer Networks and Communications, Software, Information Systems"
10.3233/FI-2009-133,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.ic.2008.10.005,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.entcs.2005.02.014,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0661(05)82525-3,"Theoretical Computer Science, General Computer Science"
10.1016/S0304-3975(01)00362-0,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0661(05)80309-3,"Theoretical Computer Science, General Computer Science"
10.1017/S0960129512000333,"Mathematics (miscellaneous), Computer Science Applications"
10.1016/S1571-0661(05)80023-4,"Theoretical Computer Science, General Computer Science"
10.1051/ita:1999128,"Software, General Mathematics, Computer Science Applications"
10.1016/S0304-3975(01)00165-7,"Theoretical Computer Science, General Computer Science"
10.1016/j.jvlc.2013.05.002,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.scico.2013.11.043,Software
10.3233/FI-2012-709,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s00236-018-0314-0,"Computer Networks and Communications, Software, Information Systems"
10.3233/FI-2009-133,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.ic.2008.10.005,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.entcs.2005.02.014,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0661(05)82525-3,"Theoretical Computer Science, General Computer Science"
10.1016/S0304-3975(01)00362-0,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0661(05)80309-3,"Theoretical Computer Science, General Computer Science"
10.1017/S0960129512000333,"Mathematics (miscellaneous), Computer Science Applications"
10.1016/S1571-0661(05)80023-4,"Theoretical Computer Science, General Computer Science"
10.1051/ita:1999128,"Software, General Mathematics, Computer Science Applications"
10.1145/187436.187449,"Software, Information Systems"
10.1145/1024694.1024709,"Software, Information Systems"
10.1145/181550.181562,"Software, Information Systems"
10.1109/MIC.2003.1232517,Computer Networks and Communications
10.1007/s11280-005-2322-7,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1002/cpe.731,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1002/cpe.606,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.tcs.2014.04.023,"Theoretical Computer Science, General Computer Science"
10.1145/1024694.1024725,"Software, Information Systems"
10.1002/cpe.731,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1002/cpe.606,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.tcs.2014.04.023,"Theoretical Computer Science, General Computer Science"
10.1145/1024694.1024725,"Software, Information Systems"
10.3233/FI-2018-1698,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/S0743-1066(99)00072-2,Logic
10.1017/S1471068413000409,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.3233/FI-2017-1457,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2009-182,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2018-1659,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.artint.2005.06.004,"Linguistics and Language, Artificial Intelligence, Language and Linguistics"
10.1093/logcom/ext067,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1016/j.datak.2005.09.004,Information Systems and Management
10.1007/s10115-013-0614-1,"Human-Computer Interaction, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1016/j.is.2014.01.008,"Hardware and Architecture, Software, Information Systems"
10.1016/j.is.2018.06.004,"Hardware and Architecture, Software, Information Systems"
10.1016/j.cor.2013.09.007,"Management Science and Operations Research, Modelling and Simulation, General Computer Science"
10.1016/j.is.2018.02.007,"Hardware and Architecture, Software, Information Systems"
10.4018/jdwm.2013040104,"Hardware and Architecture, Software"
10.1016/j.datak.2014.07.004,Information Systems and Management
10.1016/j.dss.2014.03.011,"Arts and Humanities (miscellaneous), Information Systems and Management, Management Information Systems, Developmental and Educational Psychology, Information Systems"
10.1016/j.jss.2013.04.028,"Hardware and Architecture, Software, Information Systems"
10.1186/s12859-018-2036-2,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1016/j.ins.2013.03.058,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1089/cmb.2014.0037,"Modelling and Simulation, Computational Theory and Mathematics, Genetics, Molecular Biology, Computational Mathematics"
10.1186/s12859-018-2035-3,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1016/j.ijar.2018.04.006,"Theoretical Computer Science, Software, Applied Mathematics, Artificial Intelligence"
10.3233/ICA-2010-0346,"Theoretical Computer Science, Computational Theory and Mathematics, Software, Artificial Intelligence, Computer Science Applications"
10.1109/TDSC.2013.30,Electrical and Electronic Engineering
10.1016/j.tcs.2018.06.011,"Theoretical Computer Science, General Computer Science"
10.1016/j.eswa.2013.08.039,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.1007/s11192-018-2737-3,"General Social Sciences, Library and Information Sciences, Computer Science Applications"
10.1016/j.ins.2013.05.008,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1016/j.jss.2014.03.060,"Hardware and Architecture, Software, Information Systems"
10.1016/j.ins.2014.03.056,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1109/TKDE.2013.69,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.ipl.2014.02.010,"Signal Processing, Theoretical Computer Science, Information Systems, Computer Science Applications"
10.1023/A:1027328830731,"Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1093/logcom/ext066,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1016/j.sysarc.2003.03.001,"Hardware and Architecture, Software"
10.1145/2568223,"Computer Networks and Communications, Hardware and Architecture"
10.1145/3160000,Computer Networks and Communications
10.1109/TPDS.2012.342,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1109/TPDS.2014.2321745,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1109/TPDS.2013.141,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1109/TMM.2013.2285518,"Media Technology, Signal Processing, Electrical and Electronic Engineering, Computer Science Applications"
10.1109/TMC.2013.137,"Computer Networks and Communications, Electrical and Electronic Engineering, Software"
10.1016/j.peva.2005.01.001,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/S0166-5316(00)00033-X,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.entcs.2005.01.014,"Theoretical Computer Science, General Computer Science"
10.1016/j.peva.2005.07.023,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.scico.2014.02.025,Software
10.1016/S0743-1066(99)00024-2,Logic
10.1002/spe.430,Software
10.1007/s00766-005-0015-4,"Software, Information Systems"
10.1016/j.parco.2008.09.005,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1016/S0167-8655(99)00050-1,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.patcog.2005.10.002,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.patcog.2008.10.016,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.eswa.2008.09.036,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.1016/j.neucom.2005.05.004,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1016/j.patrec.2005.07.002,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.eswa.2008.09.029,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.1016/j.patrec.2005.08.023,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1504/IJAIP.2014.062177,"General Engineering, General Computer Science, Applied Mathematics"
10.1016/j.eswa.2013.04.037,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.1016/j.neucom.2005.08.003,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1007/s11390-008-9153-8,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.asoc.2013.06.027,Software
10.1016/j.patcog.2005.11.004,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1007/s10115-005-0201-1,"Human-Computer Interaction, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1145/3190580.3190602,"Hardware and Architecture, Management Information Systems"
10.1109/TKDE.2013.181,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1109/TKDE.2013.90,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1007/s10916-008-9185-1,"Health Informatics, Health Information Management, Medicine (miscellaneous), Information Systems"
10.1007/s10115-005-0201-1,"Human-Computer Interaction, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1145/3190580.3190602,"Hardware and Architecture, Management Information Systems"
10.1109/TKDE.2013.181,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1109/TKDE.2013.90,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1007/s10916-008-9185-1,"Health Informatics, Health Information Management, Medicine (miscellaneous), Information Systems"
10.1007/s10115-005-0201-1,"Human-Computer Interaction, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1145/3190580.3190602,"Hardware and Architecture, Management Information Systems"
10.1109/TKDE.2013.181,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1109/TKDE.2013.90,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1007/s10916-008-9185-1,"Health Informatics, Health Information Management, Medicine (miscellaneous), Information Systems"
10.3233/JCS-130479,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1007/s002240010007,"Theoretical Computer Science, Computational Theory and Mathematics"
10.1007/s00224-013-9503-y,"Theoretical Computer Science, Computational Theory and Mathematics"
10.3233/JCS-130479,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1007/s002240010007,"Theoretical Computer Science, Computational Theory and Mathematics"
10.1007/s00224-013-9503-y,"Theoretical Computer Science, Computational Theory and Mathematics"
10.3233/FI-2011-403,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.artint.2013.09.006,"Linguistics and Language, Artificial Intelligence, Language and Linguistics"
10.1007/s10601-014-9161-y,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.1016/j.jpdc.2013.05.004,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1016/j.jlamp.2015.10.002,"Political Science and International Relations, Cultural Studies, Sociology and Political Science"
10.2168/LMCS-10(1:16)2014,"Theoretical Computer Science, General Computer Science"
10.1007/s10009-018-0483-8,"Software, Information Systems"
10.1016/j.ic.2013.02.004,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.tcs.2014.03.001,"Theoretical Computer Science, General Computer Science"
10.1016/j.jlamp.2015.10.002,"Political Science and International Relations, Cultural Studies, Sociology and Political Science"
10.2168/LMCS-10(1:16)2014,"Theoretical Computer Science, General Computer Science"
10.1007/s10009-018-0483-8,"Software, Information Systems"
10.1016/j.ic.2013.02.004,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.tcs.2014.03.001,"Theoretical Computer Science, General Computer Science"
10.1007/s11280-005-4049-9,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.comnet.2005.01.015,Computer Networks and Communications
10.1007/s11390-013-1410-9,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1007/s10515-013-0134-y,Software
10.3390/a11120200,"Theoretical Computer Science, Computational Theory and Mathematics, Numerical Analysis, Computational Mathematics"
10.1016/j.jpdc.2014.02.006,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1007/s12083-013-0232-4,"Computer Networks and Communications, Software"
10.1109/MPRV.2005.55,"Computational Theory and Mathematics, Software, Computer Science Applications"
10.1006/jvlc.1997.0066,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.eswa.2014.05.039,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.1016/j.infsof.2008.09.005,"Software, Information Systems, Computer Science Applications"
10.1109/MPRV.2005.55,"Computational Theory and Mathematics, Software, Computer Science Applications"
10.1006/jvlc.1997.0066,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.eswa.2014.05.039,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.1016/j.infsof.2008.09.005,"Software, Information Systems, Computer Science Applications"
10.1016/j.dam.2014.03.005,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2012-687,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.dam.2014.03.005,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2012-687,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1109/TKDE.2005.63,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1007/s10844-013-0267-2,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1007/s10115-013-0646-6,"Human-Computer Interaction, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1007/s10844-013-0301-4,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence, Information Systems"
10.1007/s10994-013-5391-2,"Software, Artificial Intelligence"
10.1016/S0169-023X(01)00038-6,Information Systems and Management
10.1007/s00607-013-0338-9,"Theoretical Computer Science, Computational Theory and Mathematics, Software, Numerical Analysis, Computational Mathematics, Computer Science Applications"
10.1109/MS.2018.4321244,Software
10.1016/j.scico.2014.06.009,Software
10.1016/j.scico.2014.05.001,Software
10.1109/TSE.2012.74,Software
10.1016/j.jss.2008.08.026,"Hardware and Architecture, Software, Information Systems"
10.1109/MS.2014.28,Software
10.1016/j.infsof.2018.04.009,"Software, Information Systems, Computer Science Applications"
10.3233/FI-2018-1655,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2016-1395,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2011-408,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s10601-018-9293-6,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.1017/S1471068413000094,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1080/0952813X.2018.1456794,"Theoretical Computer Science, Software, Artificial Intelligence"
10.1016/j.entcs.2004.06.065,"Theoretical Computer Science, General Computer Science"
10.3233/AIC-160701,Artificial Intelligence
10.3233/FI-2016-1440,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/AIC-2012-0527,Artificial Intelligence
10.3233/AIC-2012-0540,Artificial Intelligence
10.3233/AAC-170031,"Linguistics and Language, Artificial Intelligence, Computational Mathematics, Computer Science Applications"
10.1093/logcom/ext068,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1016/S0304-3975(00)00095-5,"Theoretical Computer Science, General Computer Science"
10.1016/j.entcs.2008.10.025,"Theoretical Computer Science, General Computer Science"
10.1006/inco.2000.2902,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.entcs.2008.10.017,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0661(05)80561-4,"Theoretical Computer Science, General Computer Science"
10.1016/j.jlamp.2015.09.002,"Political Science and International Relations, Cultural Studies, Sociology and Political Science"
10.1016/S0304-3975(00)00095-5,"Theoretical Computer Science, General Computer Science"
10.1016/j.entcs.2008.10.025,"Theoretical Computer Science, General Computer Science"
10.1006/inco.2000.2902,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.entcs.2008.10.017,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0661(05)80561-4,"Theoretical Computer Science, General Computer Science"
10.1016/j.jlamp.2015.09.002,"Political Science and International Relations, Cultural Studies, Sociology and Political Science"
10.3233/IDT-2009-0044,"Human-Computer Interaction, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1108/14684520810897368,"Library and Information Sciences, Information Systems, Computer Science Applications"
10.1007/s11192-013-1002-z,"General Social Sciences, Library and Information Sciences, Computer Science Applications"
10.1045/september2013-imran,Library and Information Sciences
10.1142/S0218213097000293,Artificial Intelligence
10.1006/jsco.1996.0045,"Algebra and Number Theory, Computational Mathematics"
10.1142/S0218213097000293,Artificial Intelligence
10.1006/jsco.1996.0045,"Algebra and Number Theory, Computational Mathematics"
10.3233/AIS-140286,Software
10.3233/AIS-140282,Software
10.1093/database/bau062,"General Biochemistry, Genetics and Molecular Biology, General Agricultural and Biological Sciences, Information Systems"
10.3233/AIS-140281,Software
10.1016/j.tcs.2013.01.018,"Theoretical Computer Science, General Computer Science"
10.1002/net.20266,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1007/s00446-014-0212-9,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Computational Theory and Mathematics"
10.1016/j.jda.2013.09.006,"Theoretical Computer Science, Computational Theory and Mathematics, Discrete Mathematics and Combinatorics"
10.1007/s00453-014-9892-6,"General Computer Science, Applied Mathematics, Computer Science Applications"
10.1016/j.tcs.2014.06.045,"Theoretical Computer Science, General Computer Science"
10.1016/j.tcs.2005.10.040,"Theoretical Computer Science, General Computer Science"
10.1016/j.envsoft.2014.02.003,"Ecological Modelling, Environmental Engineering, Software"
10.3233/FI-2009-177,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2009-180,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s10270-013-0338-4,"Modelling and Simulation, Software"
10.1007/s100090100040,"Software, Information Systems"
10.1007/s10270-008-0097-9,"Modelling and Simulation, Software"
10.1016/j.scico.2013.12.006,Software
10.1016/j.datak.2005.08.002,Information Systems and Management
10.5381/jot.2014.13.3.e1,Software
10.1145/2445583.2445589,Information Systems
10.1016/j.ic.2014.01.011,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1023/A:1027328830731,"Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1016/j.ic.2018.04.002,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.2178/jsl/1052669058,"Philosophy, Logic"
10.1023/B:CONS.0000006182.84033.6e,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.3233/FI-2010-360,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1093/logcom/ext066,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1016/j.ic.2008.09.001,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1145/2445583.2445589,Information Systems
10.1016/j.ic.2014.01.011,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1023/A:1027328830731,"Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1016/j.ic.2018.04.002,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.2178/jsl/1052669058,"Philosophy, Logic"
10.1023/B:CONS.0000006182.84033.6e,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.3233/FI-2010-360,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1093/logcom/ext066,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1016/j.ic.2008.09.001,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1109/TEVC.2007.906658,"Theoretical Computer Science, Computational Theory and Mathematics, Software"
10.1016/j.neucom.2014.06.061,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1007/s00211-002-0419-8,"Applied Mathematics, Computational Mathematics"
10.1007/s10257-014-0242-7,Information Systems
10.1109/TKDE.2013.131,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1007/s10852-004-4080-3,"Modelling and Simulation, Applied Mathematics"
10.1093/bioinformatics/btu034,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1162/EVCO_a_00115,Computational Mathematics
10.1109/TEVC.2007.906658,"Theoretical Computer Science, Computational Theory and Mathematics, Software"
10.1016/j.neucom.2014.06.061,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1007/s00211-002-0419-8,"Applied Mathematics, Computational Mathematics"
10.1007/s10257-014-0242-7,Information Systems
10.1109/TKDE.2013.131,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1007/s10852-004-4080-3,"Modelling and Simulation, Applied Mathematics"
10.1093/bioinformatics/btu034,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1162/EVCO_a_00115,Computational Mathematics
10.1016/j.tcs.2015.09.018,"Theoretical Computer Science, General Computer Science"
10.1002/net.20095,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1016/j.tcs.2008.07.026,"Theoretical Computer Science, General Computer Science"
10.1007/s00224-005-1101-1,"Theoretical Computer Science, Computational Theory and Mathematics"
10.1142/S0129054105003716,Computer Science (miscellaneous)
10.1016/j.dam.2013.02.016,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1186/1471-2105-14-102,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1089/106652703322539105,"Modelling and Simulation, Computational Theory and Mathematics, Genetics, Molecular Biology, Computational Mathematics"
10.1142/S0129054105003716,Computer Science (miscellaneous)
10.1016/j.dam.2013.02.016,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1186/1471-2105-14-102,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1089/106652703322539105,"Modelling and Simulation, Computational Theory and Mathematics, Genetics, Molecular Biology, Computational Mathematics"
10.1016/j.is.2013.03.001,"Hardware and Architecture, Software, Information Systems"
10.1016/j.is.2013.03.001,"Hardware and Architecture, Software, Information Systems"
10.1016/j.infsof.2014.01.006,"Software, Information Systems, Computer Science Applications"
10.1109/TSE.2012.74,Software
10.1109/MS.2014.28,Software
10.1016/j.infsof.2018.01.014,"Software, Information Systems, Computer Science Applications"
10.1006/jpdc.1998.1456,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1109/TKDE.2013.181,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1109/TITS.2018.2836395,"Mechanical Engineering, Automotive Engineering, Computer Science Applications"
10.1007/s10723-018-9436-4,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1016/0165-6074(96)00002-6,General Engineering
10.1145/3190580.3190602,"Hardware and Architecture, Management Information Systems"
10.1002/(SICI)1096-9128(199907)11:8<407::AID-CPE435>3.0.CO;2-0,General Engineering
10.1016/S1571-0661(05)80292-0,"Theoretical Computer Science, General Computer Science"
10.1016/j.entcs.2004.11.032,"Theoretical Computer Science, General Computer Science"
10.1006/inco.1998.2755,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.jlap.2013.05.007,"Theoretical Computer Science, Logic, Computational Theory and Mathematics, Software"
10.1016/S0304-3975(99)00339-4,"Theoretical Computer Science, General Computer Science"
10.1016/j.scico.2018.05.008,Software
10.1108/09593841211232677,"Library and Information Sciences, Information Systems, Computer Science Applications"
10.1016/j.jss.2017.06.072,"Hardware and Architecture, Software, Information Systems"
10.1007/s10664-014-9303-2,Software
10.1016/j.infsof.2014.01.006,"Software, Information Systems, Computer Science Applications"
10.1016/j.micpro.2018.05.010,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1016/j.scico.2013.12.006,Software
10.5381/jot.2014.13.3.e1,Software
10.4018/jbdcn.2013070102,"Computer Networks and Communications, Management Information Systems"
10.1142/S021926591250003X,Computer Networks and Communications
10.1109/MIS.2008.57,"Computer Networks and Communications, Artificial Intelligence"
10.3233/SW-160221,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1109/TKDE.2005.53,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.3233/SW-160240,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1109/MCOM.2014.6710077,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
