doi,subjects
10.1109/TAMD.2014.2332875,"Software, Artificial Intelligence"
10.1016/j.jvcir.2013.02.011,"Media Technology, Signal Processing, Electrical and Electronic Engineering, Computer Vision and Pattern Recognition"
10.1109/TPAMI.2008.243,"Computational Theory and Mathematics, Software, Applied Mathematics, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1007/BF01418979,"Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1186/1471-2105-6-S4-S2,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1016/j.artmed.2008.07.012,"Medicine (miscellaneous), Artificial Intelligence"
10.1016/j.jbi.2013.07.002,"Health Informatics, Computer Science Applications"
10.1007/BF01418979,"Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1186/1471-2105-6-S4-S2,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1016/j.artmed.2008.07.012,"Medicine (miscellaneous), Artificial Intelligence"
10.1016/j.jbi.2013.07.002,"Health Informatics, Computer Science Applications"
10.1016/j.jcta.2013.03.005,"Theoretical Computer Science, Computational Theory and Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2012-665,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2013.05.042,"Theoretical Computer Science, General Computer Science"
10.1142/S0129054118500077,Computer Science (miscellaneous)
10.1109/TDSC.2013.2297709,Electrical and Electronic Engineering
10.1504/IJCCBS.2013.059038,General Computer Science
10.1016/j.dam.2005.02.032,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2017-1592,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2005.06.031,"Theoretical Computer Science, General Computer Science"
10.1016/j.tcs.2005.06.035,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2015-1271,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2013-860,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.endm.2005.05.057,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1016/j.disc.2005.01.006,"Theoretical Computer Science, Discrete Mathematics and Combinatorics"
10.1016/j.endm.2005.05.073,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2014-1108,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2008.07.016,"Theoretical Computer Science, General Computer Science"
10.1016/j.tcs.2008.07.024,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0653(04)00479-2,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2016-1379,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/S1571-0653(04)00477-9,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1016/j.dam.2005.02.020,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2018-1733,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2017-1587,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2018-1728,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.dam.2005.02.032,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2017-1592,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2005.06.031,"Theoretical Computer Science, General Computer Science"
10.1016/j.tcs.2005.06.035,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2015-1271,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2013-860,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.endm.2005.05.057,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1016/j.disc.2005.01.006,"Theoretical Computer Science, Discrete Mathematics and Combinatorics"
10.1016/j.endm.2005.05.073,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2014-1108,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2008.07.016,"Theoretical Computer Science, General Computer Science"
10.1016/j.tcs.2008.07.024,"Theoretical Computer Science, General Computer Science"
10.1016/S1571-0653(04)00479-2,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2016-1379,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/S1571-0653(04)00477-9,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1016/j.dam.2005.02.020,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.3233/FI-2018-1733,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2017-1587,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2018-1728,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s11241-008-9061-6,"Control and Systems Engineering, Modelling and Simulation, Computer Networks and Communications, Electrical and Electronic Engineering, Control and Optimization, Computer Science Applications"
10.1007/s11241-008-9057-2,"Control and Systems Engineering, Modelling and Simulation, Computer Networks and Communications, Electrical and Electronic Engineering, Control and Optimization, Computer Science Applications"
10.1007/s11241-018-9301-3,"Control and Systems Engineering, Modelling and Simulation, Computer Networks and Communications, Electrical and Electronic Engineering, Control and Optimization, Computer Science Applications"
10.1016/j.micpro.2017.06.016,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1016/j.cviu.2014.04.011,"Signal Processing, Software, Computer Vision and Pattern Recognition"
10.1016/j.patcog.2014.05.017,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.cviu.2014.04.011,"Signal Processing, Software, Computer Vision and Pattern Recognition"
10.1016/j.patcog.2014.05.017,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.jcss.2014.06.003,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1007/s00453-014-9912-6,"General Computer Science, Applied Mathematics, Computer Science Applications"
10.1007/s10878-013-9696-7,"Computational Theory and Mathematics, Control and Optimization, Applied Mathematics, Discrete Mathematics and Combinatorics, Computer Science Applications"
10.1016/j.jcss.2014.06.003,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1007/s00453-014-9912-6,"General Computer Science, Applied Mathematics, Computer Science Applications"
10.1007/s10878-013-9696-7,"Computational Theory and Mathematics, Control and Optimization, Applied Mathematics, Discrete Mathematics and Combinatorics, Computer Science Applications"
10.1016/S0262-8856(98)00186-3,Computer Vision and Pattern Recognition
10.1142/S0218194097000047,"Computer Networks and Communications, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1016/S0262-8856(98)00186-3,Computer Vision and Pattern Recognition
10.1142/S0218194097000047,"Computer Networks and Communications, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1142/S0218194008003702,"Computer Networks and Communications, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1049/iet-sen.2017.0347,Computer Graphics and Computer-Aided Design
10.1016/j.jss.2018.06.035,"Hardware and Architecture, Software, Information Systems"
10.1007/s10209-013-0339-7,"Human-Computer Interaction, Computer Networks and Communications, Software, Information Systems"
10.1016/j.jvlc.2014.01.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1142/S0218194008003702,"Computer Networks and Communications, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1049/iet-sen.2017.0347,Computer Graphics and Computer-Aided Design
10.1016/j.jss.2018.06.035,"Hardware and Architecture, Software, Information Systems"
10.1007/s10209-013-0339-7,"Human-Computer Interaction, Computer Networks and Communications, Software, Information Systems"
10.1016/j.jvlc.2014.01.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.patrec.2018.06.010,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.compind.2018.02.014,"General Engineering, General Computer Science"
10.3390/s130202515,"Electrical and Electronic Engineering, Analytical Chemistry, Atomic and Molecular Physics, and Optics, Biochemistry"
10.1007/s11042-013-1470-4,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.jvcir.2018.01.019,"Media Technology, Signal Processing, Electrical and Electronic Engineering, Computer Vision and Pattern Recognition"
10.1007/s11042-008-0250-z,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.patcog.2017.07.010,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1007/s10898-018-0613-6,"Management Science and Operations Research, Control and Optimization, Applied Mathematics, Computer Science Applications"
10.1016/j.patcog.2014.05.014,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1109/TIP.2014.2312649,"Software, Computer Graphics and Computer-Aided Design"
10.1016/j.patrec.2018.06.010,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.compind.2018.02.014,"General Engineering, General Computer Science"
10.3390/s130202515,"Electrical and Electronic Engineering, Analytical Chemistry, Atomic and Molecular Physics, and Optics, Biochemistry"
10.1007/s11042-013-1470-4,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.jvcir.2018.01.019,"Media Technology, Signal Processing, Electrical and Electronic Engineering, Computer Vision and Pattern Recognition"
10.1007/s11042-008-0250-z,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.patcog.2017.07.010,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1007/s10898-018-0613-6,"Management Science and Operations Research, Control and Optimization, Applied Mathematics, Computer Science Applications"
10.1016/j.patcog.2014.05.014,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1109/TIP.2014.2312649,"Software, Computer Graphics and Computer-Aided Design"
10.3233/IDA-160818,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.3233/SW-140154,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1186/s12911-017-0574-6,"Health Policy, Health Informatics"
10.1017/S1471068414000283,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1017/S1471068413000689,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.3233/IDA-130582,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.3233/FI-2018-1658,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/IDA-160818,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.3233/SW-140154,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1186/s12911-017-0574-6,"Health Policy, Health Informatics"
10.1017/S1471068414000283,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1017/S1471068413000689,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.3233/IDA-130582,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.3233/FI-2018-1658,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1109/JIOT.2018.2812727,"Signal Processing, Computer Networks and Communications, Hardware and Architecture, Information Systems, Computer Science Applications"
10.1109/TMC.2018.2811490,"Computer Networks and Communications, Electrical and Electronic Engineering, Software"
10.1002/cpe.4454,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1186/1471-2105-15-S1-S3,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-15-S1-S1,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1093/nar/gki454,Genetics
10.1093/bioinformatics/bty119,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1186/1471-2105-6-S4-S6,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-6-S4-S18,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1016/j.compbiomed.2005.04.008,"Health Informatics, Computer Science Applications"
10.1142/S0218194005002403,"Computer Networks and Communications, Software, Artificial Intelligence, Computer Graphics and Computer-Aided Design"
10.1186/1471-2105-15-S1-S2,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1109/TITB.2007.910359,"Biotechnology, Electrical and Electronic Engineering, General Medicine, Computer Science Applications"
10.1016/j.ic.2014.01.008,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.entcs.2008.10.004,"Theoretical Computer Science, General Computer Science"
10.1016/j.peva.2013.08.012,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.peva.2013.01.001,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.peva.2017.08.007,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.3233/FI-2012-712,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.peva.2018.09.005,"Modelling and Simulation, Computer Networks and Communications, Hardware and Architecture, Software"
10.3233/FI-2015-1277,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1093/bioinformatics/btu312,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1007/s10845-008-0170-9,"Industrial and Manufacturing Engineering, Software, Artificial Intelligence"
10.1007/s10845-008-0171-8,"Industrial and Manufacturing Engineering, Software, Artificial Intelligence"
10.1109/TDSC.2013.35,Electrical and Electronic Engineering
10.1109/MC.2018.1151016,General Computer Science
10.1007/s10723-014-9293-8,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1002/spe.2609,Software
10.1109/ACCESS.2018.2839915,"General Engineering, General Materials Science, General Computer Science"
10.1109/TR.2014.2315939,"Electrical and Electronic Engineering, Safety, Risk, Reliability and Quality"
10.1109/TDSC.2013.27,Electrical and Electronic Engineering
10.1504/IJCSE.2013.055357,"Modelling and Simulation, Hardware and Architecture, Computational Theory and Mathematics, Software, Computational Mathematics"
10.1109/TC.2013.30,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software"
10.1002/spe.2586,Software
10.1109/TDSC.2007.70242,Electrical and Electronic Engineering
10.3233/ICA-130444,"Theoretical Computer Science, Computational Theory and Mathematics, Software, Artificial Intelligence, Computer Science Applications"
10.3233/SW-140156,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1207/s15516709cog0000_8,"Experimental and Cognitive Psychology, Cognitive Neuroscience, Artificial Intelligence"
10.1007/s11042-014-2066-3,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.entcom.2013.06.001,"Human-Computer Interaction, Software"
10.1109/TNN.2005.849837,"Computer Networks and Communications, Software, Artificial Intelligence, General Medicine, Computer Science Applications"
10.1111/exsy.12044,"Control and Systems Engineering, Theoretical Computer Science, Computational Theory and Mathematics, Artificial Intelligence"
10.1007/s11257-008-9053-1,"Human-Computer Interaction, Education, Computer Science Applications"
10.1016/j.cageo.2018.04.001,"Computers in Earth Sciences, Information Systems"
10.1007/s00530-008-0137-x,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.3233/SW-140156,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1207/s15516709cog0000_8,"Experimental and Cognitive Psychology, Cognitive Neuroscience, Artificial Intelligence"
10.1007/s11042-014-2066-3,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.entcom.2013.06.001,"Human-Computer Interaction, Software"
10.1109/TNN.2005.849837,"Computer Networks and Communications, Software, Artificial Intelligence, General Medicine, Computer Science Applications"
10.1111/exsy.12044,"Control and Systems Engineering, Theoretical Computer Science, Computational Theory and Mathematics, Artificial Intelligence"
10.1007/s11257-008-9053-1,"Human-Computer Interaction, Education, Computer Science Applications"
10.1016/j.cageo.2018.04.001,"Computers in Earth Sciences, Information Systems"
10.1007/s00530-008-0137-x,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1016/j.pmcj.2013.07.011,"Computer Science (miscellaneous), Applied Mathematics"
10.1016/j.comcom.2014.03.028,Computer Networks and Communications
10.1016/j.comcom.2014.04.007,Computer Networks and Communications
10.1109/TMC.2014.2316506,"Computer Networks and Communications, Electrical and Electronic Engineering, Software"
10.1504/IJCSE.2014.060717,"Modelling and Simulation, Hardware and Architecture, Computational Theory and Mathematics, Software, Computational Mathematics"
10.1504/IJCSE.2014.060717,"Modelling and Simulation, Hardware and Architecture, Computational Theory and Mathematics, Software, Computational Mathematics"
10.1007/s00138-013-0509-x,"Hardware and Architecture, Software, Computer Vision and Pattern Recognition, Computer Science Applications"
10.1016/j.cviu.2014.06.005,"Signal Processing, Software, Computer Vision and Pattern Recognition"
10.1016/j.cviu.2013.12.003,"Signal Processing, Software, Computer Vision and Pattern Recognition"
10.1007/s11042-014-1853-1,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.ecoinf.2014.03.001,"Ecological Modelling, Ecology, Modelling and Simulation, Computational Theory and Mathematics, Applied Mathematics, Ecology, Evolution, Behavior and Systematics, Computer Science Applications"
10.1016/j.ecoinf.2013.10.006,"Ecological Modelling, Ecology, Modelling and Simulation, Computational Theory and Mathematics, Applied Mathematics, Ecology, Evolution, Behavior and Systematics, Computer Science Applications"
10.1109/TITB.2008.2007755,"Biotechnology, Electrical and Electronic Engineering, General Medicine, Computer Science Applications"
10.1016/j.cviu.2018.03.005,"Signal Processing, Software, Computer Vision and Pattern Recognition"
10.1007/s11042-013-1419-7,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1093/bib/bbt040,"Molecular Biology, Information Systems"
10.1002/cpe.3130,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.ress.2018.04.009,"Industrial and Manufacturing Engineering, Safety, Risk, Reliability and Quality"
10.1016/j.ijcip.2014.01.003,"Modelling and Simulation, Information Systems and Management, Safety, Risk, Reliability and Quality, Computer Science Applications"
10.1016/j.compeleceng.2016.03.004,"Control and Systems Engineering, Electrical and Electronic Engineering, General Computer Science"
10.1016/j.jnca.2018.05.012,"Computer Networks and Communications, Hardware and Architecture, Computer Science Applications"
10.1093/bioinformatics/btu058,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1186/1471-2105-9-415,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1177/0037549713489594,"Modelling and Simulation, Software, Computer Graphics and Computer-Aided Design"
10.1016/j.comnet.2013.06.013,Computer Networks and Communications
10.1016/j.simpat.2017.12.005,"Modelling and Simulation, Hardware and Architecture, Software"
10.1006/jpdc.1998.1426,"Theoretical Computer Science, Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1016/j.entcs.2005.02.019,"Theoretical Computer Science, General Computer Science"
10.1016/j.entcs.2005.01.013,"Theoretical Computer Science, General Computer Science"
10.1109/TDSC.2013.30,Electrical and Electronic Engineering
10.3233/FI-2011-400,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2011-400,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s11036-018-1069-0,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1093/comjnl/46.4.340,General Computer Science
10.1016/j.jisa.2014.03.002,"Computer Networks and Communications, Software, Safety, Risk, Reliability and Quality"
10.3233/JCS-15773,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1007/s00371-014-0921-x,"Software, Computer Vision and Pattern Recognition, Computer Graphics and Computer-Aided Design"
10.1016/j.imavis.2018.02.001,Computer Vision and Pattern Recognition
10.1007/s00371-014-0921-x,"Software, Computer Vision and Pattern Recognition, Computer Graphics and Computer-Aided Design"
10.1016/j.imavis.2018.02.001,Computer Vision and Pattern Recognition
10.1109/TNET.2013.2296330,"Computer Networks and Communications, Electrical and Electronic Engineering, Software, Computer Science Applications"
10.1016/S0167-739X(00)00097-2,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1109/TITS.2018.2791643,"Mechanical Engineering, Automotive Engineering, Computer Science Applications"
10.1016/S0097-8493(00)00129-1,"General Engineering, Human-Computer Interaction, Computer Graphics and Computer-Aided Design"
10.1109/TCIAIG.2013.2260340,"Control and Systems Engineering, Electrical and Electronic Engineering, Software, Artificial Intelligence"
10.1016/j.entcom.2014.07.001,"Human-Computer Interaction, Software"
10.1155/2013/120791,Human-Computer Interaction
10.1016/S1389-1286(01)00180-3,Computer Networks and Communications
10.1002/spe.365,Software
10.1155/2013/136864,Human-Computer Interaction
10.1109/MC.2003.1231194,General Computer Science
10.1145/2460376.2460377,"Conservation, Computer Graphics and Computer-Aided Design, Information Systems, Computer Science Applications"
10.1111/bjet.12113,Education
10.1016/j.tcs.2013.05.029,"Theoretical Computer Science, General Computer Science"
10.1016/j.tcs.2013.08.021,"Theoretical Computer Science, General Computer Science"
10.1051/ita:2001122,"Software, General Mathematics, Computer Science Applications"
10.3233/FI-1996-27102,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2005.11.017,"Theoretical Computer Science, General Computer Science"
10.1051/ita:2000130,"Software, General Mathematics, Computer Science Applications"
10.3233/FI-1998-341204,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.patrec.2013.05.011,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.ins.2013.06.052,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1016/j.neucom.2013.01.046,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1016/j.knosys.2018.02.022,"Software, Information Systems and Management, Management Information Systems, Artificial Intelligence"
10.1109/JPROC.2013.2262913,Electrical and Electronic Engineering
10.1109/MCI.2017.2742841,"Theoretical Computer Science, Artificial Intelligence"
10.1109/ACCESS.2018.2885640,"General Engineering, General Materials Science, General Computer Science"
10.1109/TII.2005.844431,"Control and Systems Engineering, Electrical and Electronic Engineering, Information Systems, Computer Science Applications"
10.1016/j.ijar.2014.02.003,"Theoretical Computer Science, Software, Applied Mathematics, Artificial Intelligence"
10.1016/j.tcs.2005.03.041,"Theoretical Computer Science, General Computer Science"
10.1016/j.cosrev.2017.12.001,"Theoretical Computer Science, General Computer Science"
10.1016/S0096-0551(01)00004-2,General Computer Science
10.3233/FI-2018-1648,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/AO-180193,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.1016/j.neucom.2017.11.073,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1109/TNNLS.2018.2884305,"Computer Networks and Communications, Software, Artificial Intelligence, Computer Science Applications"
10.1016/j.neucom.2013.01.005,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.3233/AIS-160372,Software
10.1016/j.neucom.2012.12.044,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1109/TNNLS.2017.2785292,"Computer Networks and Communications, Software, Artificial Intelligence, Computer Science Applications"
10.1162/0899766053491878,"Arts and Humanities (miscellaneous), Cognitive Neuroscience"
10.1016/j.artmed.2008.08.007,"Medicine (miscellaneous), Artificial Intelligence"
10.1007/s00521-013-1364-4,"Software, Artificial Intelligence"
10.1007/s00500-004-0441-0,"Theoretical Computer Science, Software, Geometry and Topology"
10.1007/s11047-014-9437-6,Computer Science Applications
10.1137/S0097539703428002,"General Computer Science, General Mathematics"
10.1016/S0304-3975(00)00037-2,"Theoretical Computer Science, General Computer Science"
10.1016/j.jcta.2005.01.002,"Theoretical Computer Science, Computational Theory and Mathematics, Discrete Mathematics and Combinatorics"
10.1007/s11042-018-5615-3,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1109/TBC.2017.2781125,"Media Technology, Electrical and Electronic Engineering"
10.1109/TBC.2018.2822869,"Media Technology, Electrical and Electronic Engineering"
10.1002/ett.4460120307,Electrical and Electronic Engineering
10.1007/s13278-018-0547-5,"Media Technology, Human-Computer Interaction, Communication, Information Systems, Computer Science Applications"
10.1007/s10723-013-9272-5,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1093/bioinformatics/btu401,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1093/bioinformatics/bti750,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1109/TSE.2012.74,Software
10.1109/MS.2014.28,Software
10.1016/j.compbiomed.2005.10.002,"Health Informatics, Computer Science Applications"
10.1016/j.chb.2013.07.043,"Human-Computer Interaction, Arts and Humanities (miscellaneous), General Psychology"
10.1109/TCSVT.2008.2005798,"Media Technology, Electrical and Electronic Engineering"
10.3390/s18010209,"Electrical and Electronic Engineering, Analytical Chemistry, Atomic and Molecular Physics, and Optics, Biochemistry"
10.1142/S021800140800665X,"Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1142/S0218001408006533,"Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.imavis.2018.05.001,Computer Vision and Pattern Recognition
10.1016/j.patrec.2018.05.022,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.imavis.2013.12.014,Computer Vision and Pattern Recognition
10.1007/s11760-013-0451-4,"Signal Processing, Electrical and Electronic Engineering"
10.1016/j.imavis.2003.07.007,Computer Vision and Pattern Recognition
10.1016/S0262-8856(98)00186-3,Computer Vision and Pattern Recognition
10.1006/jvlc.2000.0171,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.patcog.2017.08.028,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/S0262-8856(98)00084-5,Computer Vision and Pattern Recognition
10.1016/j.patcog.2014.02.017,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1109/TIP.2005.860334,"Software, Computer Graphics and Computer-Aided Design"
10.1016/S0167-8655(97)00097-4,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1109/MCOM.2017.1700342,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1016/j.mcm.2013.01.011,"Modelling and Simulation, Computer Science Applications"
10.1186/1687-3963-2013-10,"Control and Systems Engineering, General Computer Science"
10.1109/TII.2013.2288063,"Control and Systems Engineering, Electrical and Electronic Engineering, Information Systems, Computer Science Applications"
10.3233/JCM-180806,"General Engineering, Computational Mathematics, Computer Science Applications"
10.1016/j.compind.2018.03.031,"General Engineering, General Computer Science"
